Date,Visits,Orders,va_closer_id,Marketing Channel,Units,BasePrice,Revenue,DiscountTotal
2020-01-11,180,0,3,Display,0,0,0,0
2020-01-11,142,2,4,Email,8,288,1107.69,149.8
2020-01-11,878,15,5,Affiliate,57,2326,8667.57,971.2
2020-01-11,11812,37,6,Direct,135,5607,16778.07,5271.2
2020-01-11,1771,8,7,Session Refresh,32,1199,3667.67,1408.6
2020-01-11,2240,2,9,Referring Domain,8,332,1106.45,332
2020-01-12,9002,15,1,Paid Search,54,2160,7499.6,864.2
2020-01-12,164,0,16,Paid Social,0,0,0,0
2020-01-12,81,0,17,Email Commerce,0,0,0,0
2020-01-12,23645,37,2,Organic Search,126,6152,20701.91,2368.2
2020-01-12,6708,0,3,Display,0,0,0,0
2020-01-12,113,0,4,Email,0,0,0,0
2020-01-12,853,26,5,Affiliate,89,4106,14439.78,1148.4
2020-01-12,11143,36,6,Direct,121,5726,16458.09,4145.8
2020-01-12,1646,8,7,Session Refresh,26,1414,4308.49,608.6
2020-01-12,1955,1,9,Referring Domain,4,136,586.08,0
2020-01-13,8604,15,1,Paid Search,52,2453,6855.43,2384.6
2020-01-13,78,0,16,Paid Social,0,0,0,0
2020-01-13,367,5,17,Email Commerce,13,723,1350.09,448.4
2020-01-13,26969,74,2,Organic Search,250,11772,37339.33,5622.6
2020-01-13,3753,0,3,Display,0,0,0,0
2020-01-13,775,5,4,Email,18,907,2651.5,928.2
2020-01-13,940,22,5,Affiliate,78,3284,11172.58,1425.3
2020-01-13,11776,46,6,Direct,176,7355,22731.99,7406.65
2020-01-13,2026,14,7,Session Refresh,44,2212,5695.59,1494.25
2020-01-13,2216,5,9,Referring Domain,20,891,3229.19,593
2020-01-14,8880,12,1,Paid Search,45,1971,6704.81,1377.6
2020-01-14,93,0,16,Paid Social,0,0,0,0
2020-01-14,289,1,17,Email Commerce,4,177,495.53,247.8
2020-01-14,26241,56,2,Organic Search,183,8318,25001.2,4713.4
2020-01-14,880,0,3,Display,0,0,0,0
2020-01-14,345,7,4,Email,28,1237,5492.31,93.8
2020-01-14,943,23,5,Affiliate,80,3732,11910.17,1598.9
2020-01-14,12023,52,6,Direct,198,8260,25805.96,7715.15
2020-01-14,1790,17,7,Session Refresh,67,2775,9221.08,2456.65
2020-01-14,2296,7,9,Referring Domain,27,1425,4520.41,1377.8
2020-01-15,8627,21,1,Paid Search,81,3369,11851.59,1306.2
2020-01-15,189,0,16,Paid Social,0,0,0,0
2020-01-15,274,3,17,Email Commerce,12,529,1478.94,740.6
2020-01-15,25500,65,2,Organic Search,232,9586,30282.94,5817.5
2020-01-15,331,0,3,Display,0,0,0,0
2020-01-15,204,8,4,Email,29,1405,4388.9,988.9
2020-01-15,862,20,5,Affiliate,70,3372,11208.48,1098.2
2020-01-15,11427,36,6,Direct,131,6228,17529.58,5849.9
2020-01-15,1818,11,7,Session Refresh,36,1691,3973.34,1876.85
2020-01-15,1999,4,9,Referring Domain,14,525,1865.3,207.6
2020-01-16,9699,27,1,Paid Search,94,4523,13638.08,2721.6
2020-01-16,174,0,16,Paid Social,0,0,0,0
2020-01-16,338,6,17,Email Commerce,18,932,2174.6,864.15
2020-01-16,29242,87,2,Organic Search,311,13505,42479.9,9631.1
2020-01-16,320,3,3,Display,7,584,1257.91,371.7
2020-01-16,225,3,4,Email,12,480,1961.48,116.8
2020-01-16,1124,19,5,Affiliate,59,2840,8745.36,799
2020-01-16,12940,54,6,Direct,196,9218,25829.12,8447.1
2020-01-16,2054,21,7,Session Refresh,77,3873,11010.22,3173.55
2020-01-16,2227,5,9,Referring Domain,20,993,2948.9,517.8
2020-01-17,6494,27,1,Paid Search,96,4324,12683.17,3767.5
2020-01-17,131,0,16,Paid Social,0,0,0,0
2020-01-17,408,9,17,Email Commerce,28,1170,2891.94,1107.75
2020-01-17,27498,78,2,Organic Search,281,12854,40647.54,8460.6
2020-01-17,213,0,3,Display,0,0,0,0
2020-01-17,199,1,4,Email,4,146,402.38,204.4
2020-01-17,1184,26,5,Affiliate,95,3773,13394.15,1865.15
2020-01-17,11997,55,6,Direct,202,9463,25917.99,8997.55
2020-01-17,2145,11,7,Session Refresh,46,1805,6172.38,1814
2020-01-17,1640,4,9,Referring Domain,16,712,2583.76,395.8
2020-01-18,5877,17,1,Paid Search,62,2506,8125.06,1721.9
2020-01-18,146,0,16,Paid Social,0,0,0,0
2020-01-18,251,3,17,Email Commerce,12,567,1504.71,239
2020-01-18,25504,65,2,Organic Search,226,10490,32087.08,6305.65
2020-01-18,205,0,3,Display,0,0,0,0
2020-01-18,145,2,4,Email,8,241,857.59,158.2
2020-01-18,1021,33,5,Affiliate,116,5009,16672.5,1728.2
2020-01-18,11162,55,6,Direct,201,9225,27777.55,7742.45
2020-01-18,1816,8,7,Session Refresh,28,1151,3364.98,1071.7
2020-01-18,1293,6,9,Referring Domain,24,994,3445.49,791
2020-01-19,5579,11,1,Paid Search,41,1337,4972.27,443.2
2020-01-19,113,0,16,Paid Social,0,0,0,0
2020-01-19,81,0,17,Email Commerce,0,0,0,0
2020-01-19,22552,42,2,Organic Search,141,6343,19405.88,3769.7
2020-01-19,172,1,3,Display,4,98,270.31,137.2
2020-01-19,149,4,4,Email,11,477,1299.15,102.2
2020-01-19,853,31,5,Affiliate,109,4519,15303.58,2050.9
2020-01-19,10294,33,6,Direct,124,5104,15276.66,5217.6
2020-01-19,1600,11,7,Session Refresh,38,2037,5406.42,1695.5
2020-01-19,1304,9,9,Referring Domain,29,1316,3867.83,700.7
2020-01-20,7459,30,1,Paid Search,103,4913,13734.79,3090.6
2020-01-20,114,0,16,Paid Social,0,0,0,0
2020-01-20,446,8,17,Email Commerce,32,1394,4028.39,1870.6
2020-01-20,28622,91,2,Organic Search,327,14211,46008.13,9141.15
2020-01-20,159,0,3,Display,0,0,0,0
2020-01-20,210,2,4,Email,8,304,1180.44,133.6
2020-01-20,1057,34,5,Affiliate,128,4964,18086.21,2077.1
2020-01-20,12216,47,6,Direct,179,6896,21399.94,6469
2020-01-20,1926,16,7,Session Refresh,55,2603,7104.89,2600.55
2020-01-20,1512,5,9,Referring Domain,18,749,2372.33,592.6
2020-01-21,7077,22,1,Paid Search,88,3323,11621.51,2664
2020-01-21,138,0,16,Paid Social,0,0,0,0
2020-01-21,320,3,17,Email Commerce,10,451,1162.12,500.6
2020-01-21,24402,80,2,Organic Search,279,12579,39410.78,7198.4
2020-01-21,144,1,3,Display,4,187,804.6,0
2020-01-21,158,3,4,Email,10,422,1299.88,216
2020-01-21,1458,36,5,Affiliate,129,5942,18496.77,2605.05
2020-01-21,10708,45,6,Direct,173,7237,22242.98,7180.95
2020-01-21,1691,18,7,Session Refresh,59,2769,7745.35,2287.4
2020-01-21,1580,4,9,Referring Domain,14,602,1729.42,660.3
2020-01-22,7824,26,1,Paid Search,93,4328,13889.79,2974.05
2020-01-22,119,0,16,Paid Social,0,0,0,0
2020-01-22,326,4,17,Email Commerce,11,711,1486.8,747.95
2020-01-22,23734,65,2,Organic Search,247,10723,34683.91,7122.6
2020-01-22,155,0,3,Display,0,0,0,0
2020-01-22,137,1,4,Email,4,169,489.09,236.6
2020-01-22,1269,43,5,Affiliate,159,6819,22632.32,3599.6
2020-01-22,10059,56,6,Direct,206,9016,27552.45,8148.95
2020-01-22,1706,18,7,Session Refresh,64,2965,8432.31,2841.05
2020-01-22,1617,3,9,Referring Domain,12,440,1509.57,380
2020-01-23,7436,23,1,Paid Search,77,3665,11432.32,1649.9
2020-01-23,79,0,16,Paid Social,0,0,0,0
2020-01-23,294,5,17,Email Commerce,12,774,1448.95,662.9
2020-01-23,21191,58,2,Organic Search,215,9123,29452.77,6330.75
2020-01-23,131,1,3,Display,4,245,843.16,196
2020-01-23,131,3,4,Email,12,686,1917.96,960.4
2020-01-23,1051,21,5,Affiliate,73,3176,10371.83,1639.95
2020-01-23,9497,56,6,Direct,197,9062,26007.77,7575.8
2020-01-23,1649,11,7,Session Refresh,37,1793,5279.46,1183.25
2020-01-23,1588,3,9,Referring Domain,10,422,1250.27,268.6
2020-01-24,5176,19,1,Paid Search,66,3325,10057,2098.1
2020-01-24,61,0,16,Paid Social,0,0,0,0
2020-01-24,247,1,17,Email Commerce,2,144,198.12,100.8
2020-01-24,16655,39,2,Organic Search,143,6343,19072.99,4531.2
2020-01-24,92,0,3,Display,0,0,0,0
2020-01-24,102,1,4,Email,4,95,306.1,95
2020-01-24,719,21,5,Affiliate,71,3159,9246.5,2190.35
2020-01-24,6709,38,6,Direct,143,6977,20452.04,7807.4
2020-01-24,1201,10,7,Session Refresh,36,1408,3632.62,1555.9
2020-01-24,974,2,9,Referring Domain,8,236,727.67,271.6
2020-01-25,5786,19,1,Paid Search,70,3054,11414.64,1040.4
2020-01-25,81,0,16,Paid Social,0,0,0,0
2020-01-25,179,1,17,Email Commerce,3,181,382.07,190.05
2020-01-25,17996,34,2,Organic Search,124,5239,17167.35,2672.5
2020-01-25,116,1,3,Display,4,103,457.53,0
2020-01-25,103,1,4,Email,4,144,525.71,86.4
2020-01-25,767,21,5,Affiliate,75,3187,9967.21,1726.9
2020-01-25,6616,33,6,Direct,113,5346,13826.49,4433.45
2020-01-25,1214,9,7,Session Refresh,30,1455,4143.88,1374.4
2020-01-25,677,2,9,Referring Domain,8,312,1005.91,324.6
2020-01-26,5915,22,1,Paid Search,78,3761,12866.4,1866.5
2020-01-26,91,0,16,Paid Social,0,0,0,0
2020-01-26,76,1,17,Email Commerce,6,191,806.36,401.1
2020-01-26,17052,50,2,Organic Search,180,8197,26645.26,4940.6
2020-01-26,112,0,3,Display,0,0,0,0
2020-01-26,118,2,4,Email,8,229,831.7,138
2020-01-26,720,25,5,Affiliate,90,3917,12261.53,2387.75
2020-01-26,7650,32,6,Direct,119,4780,14502.36,4702.6
2020-01-26,1143,14,7,Session Refresh,49,1836,5237.96,1576
2020-01-26,1005,3,9,Referring Domain,12,515,1748.62,441.2
2020-01-27,8109,22,1,Paid Search,80,3273,10994.01,2183.1
2020-01-27,3,0,16,Paid Social,0,0,0,0
2020-01-27,419,4,17,Email Commerce,14,608,1462.74,657.4
2020-01-27,23355,75,2,Organic Search,261,12253,37779.96,7642.9
2020-01-27,129,0,3,Display,0,0,0,0
2020-01-27,130,1,4,Email,4,153,427.92,214.2
2020-01-27,962,39,5,Affiliate,131,5694,17677.2,2863.5
2020-01-27,9350,67,6,Direct,249,11203,35002.44,10170.9
2020-01-27,1584,14,7,Session Refresh,48,2058,5112.46,2236.1
2020-01-27,1,0,8,Organic Social,0,0,0,0
2020-01-27,1205,3,9,Referring Domain,12,473,1867.67,184
2020-01-28,6970,28,1,Paid Search,99,4438,13947.36,3196.7
2020-01-28,2,0,16,Paid Social,0,0,0,0
2020-01-28,231,1,17,Email Commerce,2,111,156.52,77.7
2020-01-28,18001,45,2,Organic Search,161,7330,22891.63,5736.6
2020-01-28,109,0,3,Display,0,0,0,0
2020-01-28,93,5,4,Email,17,869,1998.35,994
2020-01-28,681,28,5,Affiliate,97,4561,14589.61,2233.8
2020-01-28,7742,28,6,Direct,98,4279,12282.25,3678.4
2020-01-28,1339,16,7,Session Refresh,50,2522,6747.38,2185.55
2020-01-28,924,10,9,Referring Domain,33,1526,4723.79,820.7
2020-01-29,7200,30,1,Paid Search,104,4974,15899.24,2262.15
2020-01-29,1,0,16,Paid Social,0,0,0,0
2020-01-29,249,6,17,Email Commerce,22,917,2456.88,1213.1
2020-01-29,17301,50,2,Organic Search,186,7959,26286.58,5508.9
2020-01-29,139,0,3,Display,0,0,0,0
2020-01-29,89,2,4,Email,8,478,1347.55,669.2
2020-01-29,618,27,5,Affiliate,92,4285,13668.94,2587.2
2020-01-29,6766,31,6,Direct,115,4530,13899.63,3916.9
2020-01-29,1362,5,7,Session Refresh,20,738,2187.29,934.8
2020-01-29,900,1,9,Referring Domain,1,108,106.19,10.8
2020-01-30,6697,25,1,Paid Search,91,4740,14625.96,2808.9
2020-01-30,51,0,16,Paid Social,0,0,0,0
2020-01-30,222,1,17,Email Commerce,4,140,393.48,196
2020-01-30,17066,49,2,Organic Search,182,8517,25535.62,8003
2020-01-30,118,0,3,Display,0,0,0,0
2020-01-30,75,1,4,Email,4,215,612.12,301
2020-01-30,552,21,5,Affiliate,79,3217,11693.62,1609.65
2020-01-30,8669,25,6,Direct,97,4101,13353.73,3557.35
2020-01-30,1357,10,7,Session Refresh,38,1964,5699.15,1423
2020-01-30,975,6,9,Referring Domain,24,828,2721.36,809
2020-01-31,6882,18,1,Paid Search,56,2644,7871.74,945.8
2020-01-31,123,0,16,Paid Social,0,0,0,0
2020-01-31,278,5,17,Email Commerce,18,658,1882.74,725.2
2020-01-31,20176,51,2,Organic Search,172,8292,25051.95,4384.35
2020-01-31,171,0,3,Display,0,0,0,0
2020-01-31,120,1,4,Email,4,166,701.18,0
2020-01-31,733,27,5,Affiliate,94,4222,13618.7,2398.9
2020-01-31,9643,46,6,Direct,156,7509,20684.51,6974.25
2020-01-31,1540,12,7,Session Refresh,41,1852,4791.46,1855.35
2020-01-31,1176,1,9,Referring Domain,4,173,483.3,242.2
2020-02-01,6400,16,1,Paid Search,53,2935,8668.24,2028.1
2020-02-01,75,0,16,Paid Social,0,0,0,0
2020-02-01,212,5,17,Email Commerce,16,629,2011.91,377.3
2020-02-01,17761,28,2,Organic Search,94,4354,13217.37,2189.85
2020-02-01,128,0,3,Display,0,0,0,0
2020-02-01,89,2,4,Email,6,328,684.92,338.8
2020-02-01,581,26,5,Affiliate,96,4268,14897.65,2125.7
2020-02-01,6911,27,6,Direct,98,4244,12334.49,4245.25
2020-02-01,1125,12,7,Session Refresh,41,2299,6132.47,2218.9
2020-02-01,680,3,9,Referring Domain,10,461,1169.09,432.4
2020-02-02,4421,13,1,Paid Search,48,1874,6320.23,1140.5
2020-02-02,86,0,16,Paid Social,0,0,0,0
2020-02-02,47,0,17,Email Commerce,0,0,0,0
2020-02-02,12016,21,2,Organic Search,68,3358,9835.91,1749.2
2020-02-02,72,0,3,Display,0,0,0,0
2020-02-02,74,0,4,Email,0,0,0,0
2020-02-02,349,14,5,Affiliate,53,2159,7467.75,1312.3
2020-02-02,6563,16,6,Direct,54,2373,7111.66,1693.75
2020-02-02,974,5,7,Session Refresh,19,715,2314.12,563.05
2020-02-02,430,3,9,Referring Domain,7,667,1190.73,156.5
2020-02-03,11751,28,1,Paid Search,91,4678,14348.99,2330.4
2020-02-03,89,0,16,Paid Social,0,0,0,0
2020-02-03,367,8,17,Email Commerce,28,1309,3305.32,1599
2020-02-03,26149,74,2,Organic Search,263,12857,39558.59,8242.5
2020-02-03,163,0,3,Display,0,0,0,0
2020-02-03,191,1,4,Email,4,154,430.69,215.6
2020-02-03,897,34,5,Affiliate,114,5585,16555.74,2618.55
2020-02-03,11866,53,6,Direct,197,8947,27084.92,9083.2
2020-02-03,1997,19,7,Session Refresh,57,3527,9345.13,2440.35
2020-02-03,2501,7,9,Referring Domain,26,1046,3461.3,762.2
2020-02-04,13235,26,1,Paid Search,87,4308,13551.98,2211.1
2020-02-04,612,0,16,Paid Social,0,0,0,0
2020-02-04,336,3,17,Email Commerce,12,423,1172.74,592.2
2020-02-04,26380,69,2,Organic Search,251,10680,34993.81,6553.45
2020-02-04,417,0,3,Display,0,0,0,0
2020-02-04,129,4,4,Email,14,593,2010.63,338.1
2020-02-04,949,26,5,Affiliate,99,3904,13215.51,2283.9
2020-02-04,11353,44,6,Direct,162,7871,22425.64,8131
2020-02-04,1959,25,7,Session Refresh,80,3647,9771.6,3014.65
2020-02-04,2932,6,9,Referring Domain,24,912,3318.73,587
2020-02-05,8439,22,1,Paid Search,86,3597,13586.13,1812.5
2020-02-05,521,0,16,Paid Social,0,0,0,0
2020-02-05,238,4,17,Email Commerce,16,584,1848.51,627.2
2020-02-05,18129,52,2,Organic Search,191,8910,28953.3,6898.4
2020-02-05,1908,1,3,Display,4,269,1167.47,0
2020-02-05,82,2,4,Email,8,340,948.52,476
2020-02-05,630,17,5,Affiliate,55,2738,8336.96,1043.65
2020-02-05,10214,38,6,Direct,140,6387,17651.4,6404
2020-02-05,1427,11,7,Session Refresh,40,1598,4642.34,1561.9
2020-02-05,1672,2,9,Referring Domain,8,380,1472.38,164
2020-02-06,9183,30,1,Paid Search,101,5393,16721.99,3013.85
2020-02-06,342,0,16,Paid Social,0,0,0,0
2020-02-06,234,2,17,Email Commerce,8,402,1134.6,562.8
2020-02-06,18997,45,2,Organic Search,163,7238,23651.01,4990.4
2020-02-06,1875,3,3,Display,12,462,1690.94,268.8
2020-02-06,87,1,4,Email,4,192,542.88,268.8
2020-02-06,696,32,5,Affiliate,126,5266,19005.06,3171.4
2020-02-06,9119,30,6,Direct,108,4982,14608.21,4079.35
2020-02-06,1486,13,7,Session Refresh,53,2201,6594.99,2777.65
2020-02-06,1928,3,9,Referring Domain,10,517,1735.5,84
2020-02-07,9157,23,1,Paid Search,84,3147,11027.81,1262.7
2020-02-07,275,0,16,Paid Social,0,0,0,0
2020-02-07,255,3,17,Email Commerce,12,518,1470.09,725.2
2020-02-07,19528,47,2,Organic Search,158,6815,19318.27,4981.35
2020-02-07,2130,0,3,Display,0,0,0,0
2020-02-07,58,1,4,Email,2,164,232.41,114.8
2020-02-07,682,29,5,Affiliate,97,5043,15707.74,2141.05
2020-02-07,8451,38,6,Direct,133,6202,16813.31,6387.75
2020-02-07,1475,17,7,Session Refresh,65,2945,9131.07,3120
2020-02-07,2040,3,9,Referring Domain,10,574,1682.28,444.4
2020-02-08,8864,18,1,Paid Search,66,3137,9597.38,1768.35
2020-02-08,267,0,16,Paid Social,0,0,0,0
2020-02-08,152,1,17,Email Commerce,4,154,444.44,215.6
2020-02-08,18354,40,2,Organic Search,138,6562,19369.41,4280.7
2020-02-08,1626,0,3,Display,0,0,0,0
2020-02-08,57,0,4,Email,0,0,0,0
2020-02-08,583,24,5,Affiliate,90,4266,15257.69,1948.5
2020-02-08,7704,25,6,Direct,90,4334,12653.75,3236.65
2020-02-08,1333,11,7,Session Refresh,32,1514,3418.22,1444.1
2020-02-08,1723,3,9,Referring Domain,12,442,1465.22,422
2020-02-09,8305,9,1,Paid Search,26,1374,4174,266.85
2020-02-09,317,0,16,Paid Social,0,0,0,0
2020-02-09,47,0,17,Email Commerce,0,0,0,0
2020-02-09,17174,28,2,Organic Search,99,4749,15629.2,2584.05
2020-02-09,2274,1,3,Display,4,123,529.48,0
2020-02-09,84,4,4,Email,11,573,1558.22,0
2020-02-09,580,27,5,Affiliate,101,4408,15430.12,2406.1
2020-02-09,7342,14,6,Direct,48,2168,6178.57,1511.5
2020-02-09,1017,5,7,Session Refresh,15,820,2270.33,670.3
2020-02-09,1871,4,9,Referring Domain,14,541,1752.49,375.9
2020-02-10,8083,13,1,Paid Search,50,1813,6663.59,947.4
2020-02-10,228,0,16,Paid Social,0,0,0,0
2020-02-10,260,2,17,Email Commerce,8,331,925.06,463.4
2020-02-10,17703,37,2,Organic Search,135,5825,19954.23,2839.55
2020-02-10,1695,4,3,Display,11,432,1375.6,0
2020-02-10,100,1,4,Email,4,156,436.22,218.4
2020-02-10,564,29,5,Affiliate,98,4529,14075.76,2241.05
2020-02-10,7666,39,6,Direct,145,7175,20448.85,7750.45
2020-02-10,1166,10,7,Session Refresh,37,1545,4318.36,1797.8
2020-02-10,1815,8,9,Referring Domain,30,1514,5008.1,1278.6
2020-02-11,9389,30,1,Paid Search,115,4963,16470.16,2926.95
2020-02-11,250,0,16,Paid Social,0,0,0,0
2020-02-11,239,3,17,Email Commerce,10,534,1374.16,404.2
2020-02-11,17580,55,2,Organic Search,204,8231,25562.18,6637.8
2020-02-11,1840,1,3,Display,1,254,276.28,0
2020-02-11,96,1,4,Email,4,178,498.31,249.2
2020-02-11,634,36,5,Affiliate,125,6439,18702.35,2982.25
2020-02-11,6865,45,6,Direct,169,7499,21572.02,6914.4
2020-02-11,1182,7,7,Session Refresh,23,1015,2700.85,873.45
2020-02-11,1479,1,9,Referring Domain,4,138,597.7,0
2020-02-12,9389,26,1,Paid Search,89,3744,11603.97,2191.55
2020-02-12,236,0,16,Paid Social,0,0,0,0
2020-02-12,291,4,17,Email Commerce,14,637,1694.05,801.8
2020-02-12,18627,51,2,Organic Search,182,8317,25189.92,6413.75
2020-02-12,1668,1,3,Display,4,144,407.16,201.6
2020-02-12,95,1,4,Email,4,145,402.82,203
2020-02-12,589,26,5,Affiliate,89,4040,12788.4,2403.8
2020-02-12,7186,40,6,Direct,149,7421,21646.26,7050.85
2020-02-12,1055,14,7,Session Refresh,45,1871,5146.85,1372.1
2020-02-12,1812,5,9,Referring Domain,20,704,2204.28,754.6
2020-02-13,10053,30,1,Paid Search,111,4801,15828,3300.25
2020-02-13,328,0,16,Paid Social,0,0,0,0
2020-02-13,324,5,17,Email Commerce,20,890,2526.8,1246
2020-02-13,20346,56,2,Organic Search,209,8398,27449.22,6048.7
2020-02-13,2526,2,3,Display,5,303,921.47,0
2020-02-13,91,2,4,Email,8,538,1502.79,753.2
2020-02-13,685,19,5,Affiliate,64,2558,8376.42,983.05
2020-02-13,8902,38,6,Direct,138,5908,17294.12,5654.65
2020-02-13,1253,6,7,Session Refresh,19,669,1865.74,430.45
2020-02-13,2532,4,9,Referring Domain,11,691,1851.59,392.25
2020-02-14,9079,27,1,Paid Search,93,4099,13139.93,2282
2020-02-14,303,0,16,Paid Social,0,0,0,0
2020-02-14,295,2,17,Email Commerce,8,361,1020.58,505.4
2020-02-14,18322,48,2,Organic Search,161,7560,22610.7,4974.2
2020-02-14,2180,2,3,Display,6,362,797.62,433.8
2020-02-14,567,9,4,Email,34,1255,4119.88,1000.1
2020-02-14,542,13,5,Affiliate,43,2202,7466.59,688.1
2020-02-14,7414,28,6,Direct,101,4366,12554.87,4158
2020-02-14,1018,12,7,Session Refresh,44,1715,4515.17,2014.6
2020-02-14,2027,4,9,Referring Domain,16,625,2073.75,586.2
2020-02-15,7663,9,1,Paid Search,33,1569,4602.87,1329.1
2020-02-15,10,0,16,Paid Social,0,0,0,0
2020-02-15,164,3,17,Email Commerce,9,430,918.64,429.2
2020-02-15,15570,36,2,Organic Search,129,5517,17630.94,3481.8
2020-02-15,1413,3,3,Display,12,456,1812.76,150
2020-02-15,175,2,4,Email,8,294,1024.9,227.8
2020-02-15,478,11,5,Affiliate,42,1741,6578.6,580.8
2020-02-15,5764,21,6,Direct,82,3164,9460.66,2915.75
2020-02-15,897,6,7,Session Refresh,21,850,2728.09,557.6
2020-02-15,1533,5,9,Referring Domain,20,944,3199.84,835.2
2020-02-16,11333,26,1,Paid Search,95,4441,14244.69,2173.6
2020-02-16,3,0,16,Paid Social,0,0,0,0
2020-02-16,79,1,17,Email Commerce,4,160,457.28,224
2020-02-16,23217,67,2,Organic Search,237,10411,33228.86,6101.4
2020-02-16,2384,5,3,Display,20,1019,3053.49,350
2020-02-16,149,3,4,Email,12,409,1465.24,256.8
2020-02-16,615,20,5,Affiliate,71,2967,9435.25,1528.6
2020-02-16,11660,24,6,Direct,90,4042,13367.44,2862.5
2020-02-16,1599,9,7,Session Refresh,30,1617,3768.47,1225.7
2020-02-16,3313,3,9,Referring Domain,13,483,1577.57,601.3
2020-02-17,11663,28,1,Paid Search,110,4472,15453.71,2613.2
2020-02-17,6,0,16,Paid Social,0,0,0,0
2020-02-17,373,3,17,Email Commerce,10,549,1331.55,660.8
2020-02-17,21386,78,2,Organic Search,291,10753,36452.94,7246.75
2020-02-17,1851,2,3,Display,8,276,884.51,283.8
2020-02-17,686,7,4,Email,25,1235,3774.07,997.7
2020-02-17,712,25,5,Affiliate,90,4039,12717.32,1755.7
2020-02-17,9091,29,6,Direct,112,4803,14480.49,5180
2020-02-17,1283,11,7,Session Refresh,37,1618,3943.81,1686.85
2020-02-17,4010,7,9,Referring Domain,28,1260,4424.41,924.8
2020-02-18,5018,13,1,Paid Search,51,1956,6509.81,1395.5
2020-02-18,2,0,16,Paid Social,0,0,0,0
2020-02-18,244,0,17,Email Commerce,0,0,0,0
2020-02-18,15482,68,2,Organic Search,252,10890,35131.45,8394.3
2020-02-18,1730,2,3,Display,6,233,731.91,50
2020-02-18,179,4,4,Email,14,576,1944.91,301.6
2020-02-18,559,26,5,Affiliate,97,4086,14946.15,1525.2
2020-02-18,6028,30,6,Direct,119,4593,14001.73,5466.55
2020-02-18,1019,9,7,Session Refresh,27,1488,3172.85,1481.2
2020-02-18,1790,3,9,Referring Domain,12,590,2228.04,288
2020-02-19,1029,1,1,Paid Search,2,116,250.37,0
2020-02-19,4,0,16,Paid Social,0,0,0,0
2020-02-19,406,1,17,Email Commerce,4,191,532.36,267.4
2020-02-19,18866,64,2,Organic Search,227,11205,33946.7,8026.95
2020-02-19,1986,6,3,Display,24,1097,3681.21,1006.6
2020-02-19,138,0,4,Email,0,0,0,0
2020-02-19,693,25,5,Affiliate,87,3712,12625.38,1597.6
2020-02-19,7430,27,6,Direct,103,5137,14579.56,5279.9
2020-02-19,1313,16,7,Session Refresh,58,2475,7359.02,2522.25
2020-02-19,990,6,9,Referring Domain,18,1019,2577.7,698.5
2020-02-20,925,2,1,Paid Search,8,265,1024.19,116.8
2020-02-20,1,0,16,Paid Social,0,0,0,0
2020-02-20,579,2,17,Email Commerce,6,269,539.56,268.1
2020-02-20,22244,69,2,Organic Search,243,11613,34427.31,8670.75
2020-02-20,2261,7,3,Display,27,1291,3732.98,1606
2020-02-20,142,1,4,Email,4,144,620.32,0
2020-02-20,892,27,5,Affiliate,89,4418,13018.66,2166.4
2020-02-20,8545,49,6,Direct,184,7010,20780.78,7298.85
2020-02-20,1346,15,7,Session Refresh,55,1997,6183.53,1729.1
2020-02-20,1324,2,9,Referring Domain,8,257,1047.25,80.4
2020-02-21,2,0,0,none,0,0,0,0
2020-02-21,1114,2,1,Paid Search,8,377,1044.21,527.8
2020-02-21,2,0,16,Paid Social,0,0,0,0
2020-02-21,621,2,17,Email Commerce,8,214,594.17,299.6
2020-02-21,19373,60,2,Organic Search,198,9723,26807.74,6840.7
2020-02-21,1958,3,3,Display,8,453,1023.19,357.7
2020-02-21,122,3,4,Email,12,366,1028.08,512.4
2020-02-21,903,21,5,Affiliate,78,3466,11407.71,2170.1
2020-02-21,7975,36,6,Direct,135,6214,17281.3,7059.9
2020-02-21,1292,13,7,Session Refresh,51,1951,6132.4,1944.95
2020-02-21,1221,6,9,Referring Domain,22,1067,3282.14,663
2020-02-22,581,3,1,Paid Search,14,553,2228.24,578.3
2020-02-22,1,0,16,Paid Social,0,0,0,0
2020-02-22,296,2,17,Email Commerce,6,292,673.33,140.7
2020-02-22,18036,50,2,Organic Search,176,7247,22091.13,4849.9
2020-02-22,1730,1,3,Display,4,178,663.62,106.8
2020-02-22,83,1,4,Email,4,88,250.74,123.2
2020-02-22,704,25,5,Affiliate,88,3777,12319.37,2007.2
2020-02-22,7191,25,6,Direct,96,4095,12116.51,3765.1
2020-02-22,1042,3,7,Session Refresh,10,448,1067.39,525.7
2020-02-22,1,0,8,Organic Social,0,0,0,0
2020-02-22,964,1,9,Referring Domain,4,191,820.14,0
2020-02-23,452,6,1,Paid Search,22,758,2287.2,687.6
2020-02-23,4,0,16,Paid Social,0,0,0,0
2020-02-23,94,1,17,Email Commerce,4,72,258.83,57.6
2020-02-23,17596,38,2,Organic Search,126,6626,20400.72,3219.6
2020-02-23,2095,0,3,Display,0,0,0,0
2020-02-23,89,0,4,Email,0,0,0,0
2020-02-23,611,18,5,Affiliate,64,2660,8693.78,1597.3
2020-02-23,6322,17,6,Direct,65,2821,8078.77,3157
2020-02-23,1006,4,7,Session Refresh,16,545,2082.83,275.8
2020-02-23,841,4,9,Referring Domain,16,501,1811.12,333.6
2020-02-24,246,1,1,Paid Search,4,146,423.08,204.4
